,sex,age,marital,is_parent,education_level,emplnw,disabled,party,ideology,race,income,hh1,number_in_hh,reg_voter,email_use,mobile_phone,home_int,broadband,smartphone,library_onsite,library_website,visit_freq,educ2_ordinal,inc_ordinal,libusea_ordinal,has_visited
1076,Male,68,Separated,No,Some HS,Disabled,No,Democrat,Refused,White,$10K-$20K,6,Rural,Probably,Refused,Refused,Unknown,Unknown,Refused,"Yes, > 12 Mo.",Never,Unknown,2,2,1,Yes
1077,Male,22,Never Married,No,HS Grad,Full Time,No,Republican,Consrv,White,$10K-$20K,6,Small City or Town,Definitely,Yes,No,No,Unknown,No,"Yes, < 12 Mo.",Never,Semi-Monthly,3,2,2,Yes
1078,Female,56,Married,No,Bach Degree,Retired,Yes,Democrat,Liberal,White,$50K-$75K,2,Rural,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Monthly,6,6,2,Yes
1079,Female,35,Married,Yes,HS Grad,Unemployed,No,Independent,Unknown,White,$75K-$100K,4,Rural,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Semi-Monthly,3,7,2,Yes
1080,Female,60,Married,No,Bach Degree,Full Time,No,Republican,Consrv,White,$150K+,2,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,Never,Never,Unknown,6,9,0,No
1081,Female,48,Married,Yes,Assoc Degree,Full Time,No,Independent,Moderate,White,$50K-$75K,2,Rural,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,5,6,1,Yes
1082,Female,67,Married,No,Assoc Degree,Full Time,No,Independent,Consrv,White,$10K-$20K,1,Small City or Town,Definitely,Yes,No,Yes,None,No,"Yes, < 12 Mo.","Yes, < 12 Mo.",Weekly,5,2,2,Yes
1083,Female,24,Never Married,No,HS Grad,Unemployed,No,Democrat,Consrv,White,$10K-$20K,3,Small City or Town,Definitely,Yes,Yes,No,Unknown,Yes,"Yes, > 12 Mo.",Never,Unknown,3,2,1,Yes
1084,Female,60,Separated,No,HS Grad,Unemployed,Yes,Independent,Moderate,White,<$10K,1,Suburb,Probably,No,No,Unknown,Unknown,No,Never,Never,Unknown,3,1,0,No
1085,Female,36,Widowed,Yes,Some HS,Unemployed,Yes,Refused,Moderate,White,$10K-$20K,1,Small City or Town,Probably,No,No,Unknown,Unknown,No,"Yes, < 12 Mo.","Yes, > 12 Mo.",Monthly,2,2,2,Yes
1086,Male,49,Married,Yes,Grad School,Full Time,No,Democrat,Moderate,White,$150K+,2,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Semi-Monthly,8,9,2,Yes
1087,Female,80,Widowed,No,Some College,Retired,No,Refused,Moderate,White,Unknown,4,Small City or Town,Definitely,No,No,Unknown,Unknown,Unknown,"Yes, < 12 Mo.",Never,Less Often,4,0,2,Yes
1088,Female,50,Cohabitating,No,Grad School,Full Time,No,Republican,Moderate,White,$75K-$100K,2,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,8,7,1,Yes
1089,Male,23,Never Married,No,Bach Degree,Full Time,No,Republican,Consrv,White,<$10K,3,Suburb,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.","Yes, > 12 Mo.",Unknown,6,1,1,Yes
1090,Male,22,Cohabitating,Yes,Assoc Degree,Full Time,No,Independent,Unknown,White,$20K-$30K,2,Small City or Town,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,5,3,1,Yes
1091,Male,17,Never Married,No,Some HS,Unemployed,Yes,Independent,Moderate,White,$75K-$100K,3,Suburb,Probably,Yes,Yes,Yes,Unknown,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Monthly,2,7,2,Yes
1092,Female,72,Married,No,Bach Degree,Retired,No,Republican,Consrv,White,$50K-$75K,2,Rural,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Less Often,6,6,2,Yes
1093,Female,47,Married,Yes,Grad School,Full Time,No,Democrat,Liberal,White,$100K-$150K,4,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Semi-Monthly,8,8,2,Yes
1094,Male,22,Never Married,No,Some College,Unemployed,No,Republican,Very Consrv,White,Unknown,3,Small City or Town,Definitely,Yes,Yes,No,Unknown,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Less Often,4,0,2,Yes
1095,Female,73,Widowed,No,HS Grad,Retired,No,Democrat,Moderate,Black,$30K-$40K,2,Small City or Town,Definitely,Yes,No,Yes,Dial-Up,No,"Yes, < 12 Mo.",Never,Semi-Monthly,3,4,2,Yes
1096,Female,55,Married,No,Grad School,Full Time,No,Democrat,Moderate,Black,$150K+,3,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Monthly,8,9,2,Yes
1097,Female,65,Divorced,No,HS Grad,Unemployed,Yes,Democrat,Consrv,Black,<$10K,1,Small City or Town,Definitely,No,No,No,Unknown,No,"Yes, < 12 Mo.",Never,Less Often,3,1,2,Yes
1098,Female,54,Never Married,No,HS Grad,Unemployed,No,Democrat,Moderate,Black,<$10K,1,Small City or Town,Definitely,Yes,Yes,Yes,None,Unknown,"Yes, > 12 Mo.",Never,Unknown,3,1,1,Yes
1099,Male,39,Never Married,No,Assoc Degree,Unemployed,Yes,Democrat,Moderate,Other,<$10K,2,Rural,Definitely,No,No,Unknown,Unknown,Unknown,"Yes, > 12 Mo.",Never,Unknown,5,1,1,Yes
1100,Female,78,Divorced,No,Bach Degree,Retired,No,Democrat,Moderate,White,$30K-$40K,2,Rural,Definitely,Yes,Yes,Yes,Higher Speed,No,"Yes, < 12 Mo.",Never,Monthly,6,4,2,Yes
1101,Female,61,Married,No,Bach Degree,Unemployed,No,Democrat,Liberal,White,$150K+,2,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Less Often,6,9,2,Yes
1102,Male,18,Never Married,No,HS Grad,Part Time,No,Independent,Moderate,White,<$10K,2,Rural,Definitely,Yes,Yes,Yes,Dial-Up,No,"Yes, < 12 Mo.",Never,Less Often,3,1,2,Yes
1103,Male,57,Divorced,No,HS Grad,Full Time,No,Independent,Liberal,White,$20K-$30K,4,Large City,Probably,Yes,No,Yes,Higher Speed,No,"Yes, < 12 Mo.",Never,Less Often,3,3,2,Yes
1104,Female,83,Married,No,HS Grad,Retired,No,Democrat,Moderate,White,$30K-$40K,2,Suburb,Definitely,Yes,No,Yes,Higher Speed,No,"Yes, > 12 Mo.",Never,Unknown,3,4,1,Yes
1105,Female,17,Never Married,No,No HS,Unemployed,No,Independent,Unknown,White,$30K-$40K,5,Small City or Town,Probably,Yes,Yes,No,Unknown,Yes,Never,Never,Unknown,1,4,0,No
1106,Male,24,Never Married,Yes,HS Grad,Full Time,No,Republican,Unknown,White,$20K-$30K,3,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Less Often,3,3,2,Yes
1107,Male,93,Widowed,No,Bach Degree,Full Time,No,Independent,Consrv,White,Refused,1,Rural,Definitely,Yes,Yes,Yes,Higher Speed,Yes,Never,Never,Unknown,6,0,0,No
1108,Female,36,Married,Yes,Grad School,Full Time,No,Republican,Refused,White,$100K-$150K,2,Suburb,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Less Often,8,8,2,Yes
1109,Female,41,Married,Yes,Grad School,Full Time,No,Democrat,Moderate,Black,$40K-$50K,3,Rural,Definitely,Yes,Yes,Yes,Unknown,Yes,"Yes, < 12 Mo.",Never,Less Often,8,5,2,Yes
1110,Male,35,Married,Yes,Some Grad School,Full Time,No,No Preference,Consrv,Black,$20K-$30K,2,Rural,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.","Yes, > 12 Mo.",Unknown,7,3,1,Yes
1111,Male,24,Never Married,No,Bach Degree,Full Time,No,Democrat,Liberal,Black,$50K-$75K,2,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.","Yes, > 12 Mo.",Unknown,6,6,1,Yes
1112,Female,25,Cohabitating,Yes,Assoc Degree,Part Time,No,Democrat,Consrv,Black,$10K-$20K,2,Small City or Town,Probably,Yes,Yes,Yes,None,Yes,"Yes, > 12 Mo.","Yes, > 12 Mo.",Unknown,5,2,1,Yes
1113,Male,34,Married,No,Some HS,Unemployed,No,Refused,Moderate,Black,$10K-$20K,2,Small City or Town,Probably,No,No,No,Unknown,No,"Yes, > 12 Mo.","Yes, > 12 Mo.",Unknown,2,2,1,Yes
1114,Male,66,Married,No,HS Grad,Retired,Yes,Democrat,Consrv,Black,$20K-$30K,2,Large City,Probably,No,No,Unknown,Unknown,No,"Yes, > 12 Mo.",Never,Unknown,3,3,1,Yes
1115,Female,78,Widowed,No,HS Grad,Retired,No,Independent,Liberal,White,$20K-$30K,1,Small City or Town,Definitely,No,No,Unknown,Unknown,No,"Yes, < 12 Mo.",Never,Monthly,3,3,2,Yes
1116,Female,84,Married,No,Some HS,Retired,No,Democrat,Consrv,Black,Unknown,3,Small City or Town,Definitely,No,No,Yes,Dial-Up,Yes,"Yes, > 12 Mo.",Never,Unknown,2,0,1,Yes
1117,Male,27,Cohabitating,No,Assoc Degree,Full Time,No,Independent,Liberal,Black,$40K-$50K,2,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Weekly,5,5,2,Yes
1118,Male,45,Separated,Yes,Some College,Full Time,No,Republican,Liberal,White,$40K-$50K,3,Large City,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,4,5,1,Yes
1119,Female,77,Widowed,No,Grad School,Retired,No,Independent,Moderate,White,$20K-$30K,1,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,No,"Yes, < 12 Mo.","Yes, < 12 Mo.",Less Often,8,3,2,Yes
1120,Female,94,Never Married,No,Bach Degree,Retired,Yes,Republican,Consrv,White,$30K-$40K,1,Small City or Town,Definitely,No,No,Unknown,Unknown,Unknown,"Yes, > 12 Mo.","Yes, > 12 Mo.",Unknown,6,4,1,Yes
1121,Female,29,Married,Yes,Bach Degree,Full Time,No,Refused,Moderate,Refused,$75K-$100K,4,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,6,7,1,Yes
1122,Male,84,Married,No,Grad School,Retired,No,Republican,Moderate,White,Refused,2,Small City or Town,Definitely,Yes,Yes,Yes,Dial-Up,No,"Yes, < 12 Mo.",Never,Monthly,8,0,2,Yes
1123,Female,66,Married,No,Some College,Full Time,No,Independent,Consrv,White,Refused,3,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,4,0,1,Yes
1124,Male,57,Widowed,No,Bach Degree,Full Time,No,Republican,Consrv,White,$75K-$100K,2,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.","Yes, > 12 Mo.",Unknown,6,7,1,Yes
1125,Male,63,Married,No,HS Grad,Disabled,Yes,Unknown,Unknown,White,$10K-$20K,2,Rural,Definitely,Yes,No,Yes,Dial-Up,Unknown,"Yes, > 12 Mo.",Never,Unknown,3,2,1,Yes
1126,Male,67,Widowed,No,HS Grad,Retired,No,Republican,Very Consrv,White,$30K-$40K,1,Small City or Town,Definitely,No,No,Unknown,Unknown,No,"Yes, < 12 Mo.",Never,Less Often,3,4,2,Yes
1127,Female,28,Married,Yes,Some College,Full Time,Yes,No Preference,Unknown,White,$20K-$30K,2,Small City or Town,Probably,Yes,Yes,Yes,Higher Speed,No,"Yes, > 12 Mo.","Yes, < 12 Mo.",Unknown,4,3,1,Yes
1128,Female,34,Married,Yes,Bach Degree,Unemployed,No,Democrat,Liberal,White,$50K-$75K,2,Large City,Probably,Yes,Yes,Yes,Higher Speed,No,"Yes, < 12 Mo.","Yes, < 12 Mo.",Weekly,6,6,2,Yes
1129,Male,44,Cohabitating,Yes,No HS,Full Time,No,Independent,Very Liberal,White,$20K-$30K,2,Small City or Town,Probably,Yes,No,No,Unknown,No,"Yes, > 12 Mo.",Never,Unknown,1,3,1,Yes
1130,Male,32,Married,Yes,HS Grad,Full Time,No,Independent,Consrv,White,$30K-$40K,2,Rural,Probably,No,No,Unknown,Unknown,No,"Yes, < 12 Mo.",Never,Less Often,3,4,2,Yes
1131,Male,70,Married,No,HS Grad,Retired,No,Republican,Consrv,White,$30K-$40K,2,Suburb,Probably,Yes,No,Yes,Higher Speed,No,"Yes, > 12 Mo.",Never,Unknown,3,4,1,Yes
1132,Female,58,Married,No,HS Grad,Retired,Yes,Democrat,Unknown,White,$20K-$30K,3,Rural,Definitely,No,Yes,No,Unknown,No,"Yes, < 12 Mo.",Never,Less Often,3,3,2,Yes
1133,Female,34,Divorced,No,HS Grad,Disabled,Yes,Unknown,Moderate,White,$50K-$75K,3,Rural,Definitely,Yes,Yes,Yes,Dial-Up,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Weekly,3,6,2,Yes
1134,Female,58,Married,No,Assoc Degree,Self Employed,No,Other,Unknown,White,$50K-$75K,3,Small City or Town,Definitely,Yes,No,Yes,Higher Speed,Unknown,Never,Never,Unknown,5,6,0,No
1135,Male,54,Married,Yes,HS Grad,Full Time,No,Republican,Moderate,White,$75K-$100K,2,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,3,7,1,Yes
1136,Male,74,Divorced,No,Some HS,Retired,No,Democrat,Moderate,White,$20K-$30K,1,Small City or Town,Probably,No,No,Unknown,Unknown,Yes,Never,Never,Unknown,2,3,0,No
1137,Female,58,Married,No,Some College,Unemployed,No,Republican,Very Consrv,White,$150K+,2,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Less Often,4,9,2,Yes
1138,Male,68,Married,No,HS Grad,Retired,No,Independent,Moderate,White,Refused,2,Small City or Town,Definitely,Yes,No,Yes,Higher Speed,No,Never,Never,Unknown,3,0,0,No
1139,Male,60,Married,Yes,HS Grad,Disabled,Yes,Republican,Consrv,White,$10K-$20K,2,Small City or Town,Definitely,Yes,Yes,Yes,None,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Semi-Monthly,3,2,2,Yes
1140,Male,99,Married,No,Some College,Full Time,No,Republican,Consrv,White,Refused,3,Rural,Definitely,Yes,No,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,4,0,1,Yes
1141,Male,32,Cohabitating,No,HS Grad,Unemployed,No,Independent,Moderate,White,<$10K,2,Small City or Town,Probably,Yes,Yes,Yes,Higher Speed,Unknown,"Yes, < 12 Mo.","Yes, > 12 Mo.",Weekly,3,1,2,Yes
1142,Female,68,Widowed,No,Assoc Degree,Retired,No,Refused,Consrv,White,$50K-$75K,1,Rural,Definitely,Yes,No,Yes,Higher Speed,No,Never,Never,Unknown,5,6,0,No
1143,Male,20,Never Married,No,Some College,Part Time,No,Republican,Very Consrv,White,$50K-$75K,3,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Unknown,"Yes, < 12 Mo.",Never,Monthly,4,6,2,Yes
1144,Male,77,Married,No,Grad School,Retired,Yes,Republican,Consrv,White,$75K-$100K,4,Small City or Town,Definitely,Yes,No,Yes,Cell Phone Only,Yes,"Yes, > 12 Mo.","Yes, > 12 Mo.",Unknown,8,7,1,Yes
1145,Female,44,Cohabitating,No,Bach Degree,Full Time,No,Democrat,Liberal,White,Refused,2,Rural,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Less Often,6,0,2,Yes
1146,Female,48,Married,Yes,Bach Degree,Unemployed,Yes,Republican,Consrv,White,$75K-$100K,4,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Less Often,6,7,2,Yes
1147,Male,55,Married,No,Grad School,Full Time,No,Republican,Consrv,White,$100K-$150K,3,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Less Often,8,8,2,Yes
1148,Female,60,Widowed,No,HS Grad,Unemployed,Yes,Democrat,Moderate,Black,<$10K,1,Small City or Town,Definitely,Yes,Yes,Yes,Dial-Up,No,"Yes, > 12 Mo.",Never,Unknown,3,1,1,Yes
1149,Male,59,Cohabitating,No,Grad School,Retired,No,Independent,Very Liberal,White,$100K-$150K,2,Small City or Town,Definitely,Yes,No,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,8,8,1,Yes
1150,Female,16,Never Married,No,Some HS,Part Time,No,Unknown,Unknown,Black,Unknown,1,Small City or Town,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,2,0,1,Yes
1151,Female,57,Married,No,HS Grad,Unemployed,No,Republican,Very Consrv,White,Refused,2,Rural,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, > 12 Mo.",Less Often,3,0,2,Yes
1152,Male,99,Never Married,No,Assoc Degree,Full Time,No,Republican,Consrv,White,Refused,9,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,5,0,1,Yes
1153,Male,18,Never Married,No,Some HS,Full Time,No,Democrat,Unknown,Other,$10K-$20K,2,Small City or Town,Probably,No,Yes,No,Unknown,No,"Yes, > 12 Mo.",Never,Unknown,2,2,1,Yes
1154,Female,58,Divorced,No,Bach Degree,Retired,No,Independent,Consrv,Black,$75K-$100K,2,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Less Often,6,7,2,Yes
1155,Female,66,Married,No,Some College,Retired,No,Democrat,Very Liberal,White,Refused,2,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,Never,"Yes, < 12 Mo.",Unknown,4,0,0,No
1156,Female,78,Widowed,No,HS Grad,Retired,No,Democrat,Consrv,Black,$10K-$20K,2,Large City,Definitely,No,No,Unknown,Unknown,No,"Yes, > 12 Mo.",Never,Unknown,3,2,1,Yes
1157,Male,52,Never Married,No,HS Grad,Full Time,No,Independent,Moderate,White,<$10K,1,Rural,Probably,Yes,Yes,Yes,None,Yes,Never,Never,Unknown,3,1,0,No
1158,Male,32,Married,No,Bach Degree,Full Time,No,Democrat,Moderate,White,$75K-$100K,2,Rural,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,6,7,1,Yes
1159,Male,53,Married,Yes,Bach Degree,Full Time,No,Republican,Liberal,White,$75K-$100K,3,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Monthly,6,7,2,Yes
1160,Male,57,Married,No,Some College,Retired,No,Republican,Very Consrv,White,$100K-$150K,3,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,4,8,1,Yes
1161,Male,33,Divorced,Yes,Some College,Full Time,No,Independent,Consrv,White,$20K-$30K,1,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,4,3,1,Yes
1162,Female,77,Widowed,No,Some College,Retired,No,Democrat,Moderate,Black,$40K-$50K,2,Suburb,Definitely,Yes,Yes,No,Unknown,No,"Yes, < 12 Mo.",Never,Less Often,4,5,2,Yes
1163,Male,42,Married,Yes,Grad School,Full Time,No,Independent,Moderate,White,$50K-$75K,2,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Less Often,8,6,2,Yes
1164,Male,67,Divorced,No,Some College,Retired,Yes,Democrat,Moderate,Black,$10K-$20K,1,Large City,Definitely,Yes,Yes,Yes,Both,Yes,Never,Never,Unknown,4,2,0,No
1165,Female,16,Refused,No,Some HS,Unemployed,No,Democrat,Moderate,Other,<$10K,2,Large City,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,2,1,1,Yes
1166,Male,53,Never Married,No,Grad School,Retired,Yes,Democrat,Very Liberal,Black,$30K-$40K,1,Large City,Definitely,No,No,Unknown,Unknown,No,"Yes, > 12 Mo.",Never,Unknown,8,4,1,Yes
1167,Male,61,Divorced,No,No HS,Disabled,Yes,Democrat,Consrv,Black,<$10K,2,Unknown,Definitely,No,No,Unknown,Unknown,Unknown,"Yes, > 12 Mo.",Never,Unknown,1,1,1,Yes
1168,Female,65,Never Married,No,HS Grad,Retired,Yes,Democrat,Moderate,Black,$10K-$20K,1,Small City or Town,Definitely,No,No,Unknown,Unknown,No,"Yes, > 12 Mo.",Never,Unknown,3,2,1,Yes
1169,Male,49,Cohabitating,No,Assoc Degree,Full Time,No,Democrat,Very Liberal,White,$75K-$100K,2,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,Never,Never,Unknown,5,7,0,No
1170,Male,50,Married,No,Grad School,Full Time,No,Republican,Consrv,White,Refused,4,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Monthly,8,0,2,Yes
1171,Male,30,Married,Yes,Bach Degree,Full Time,No,Other,Moderate,White,$50K-$75K,5,Refused,Definitely,Yes,Yes,Yes,Refused,Yes,Never,Never,Unknown,6,6,0,No
1172,Female,99,Married,No,Some College,Retired,No,Democrat,Moderate,Black,Refused,4,Suburb,Definitely,No,No,Unknown,Unknown,No,Never,Never,Unknown,4,0,0,No
1173,Male,50,Married,No,Grad School,Retired,Yes,Independent,Consrv,Other,$100K-$150K,3,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,8,8,1,Yes
1174,Male,26,Never Married,No,Some College,Full Time,No,Democrat,Consrv,Black,$75K-$100K,4,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Weekly,4,7,2,Yes
1175,Female,51,Married,No,Bach Degree,Full Time,No,Republican,Very Consrv,White,$100K-$150K,3,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Monthly,6,8,2,Yes
1176,Female,39,Married,Yes,Grad School,Full Time,No,Republican,Moderate,White,Refused,2,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Monthly,8,0,2,Yes
1177,Male,55,Divorced,Yes,Bach Degree,Full Time,No,Independent,Consrv,White,$150K+,1,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,Never,Never,Unknown,6,9,0,No
1178,Male,55,Never Married,No,HS Grad,Disabled,Yes,Democrat,Moderate,White,$20K-$30K,2,Rural,Definitely,No,Yes,No,Unknown,Yes,"Yes, < 12 Mo.",Never,Less Often,3,3,2,Yes
1179,Male,31,Married,Yes,Some College,Full Time,No,Republican,Consrv,White,$75K-$100K,2,Rural,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,4,7,1,Yes
1180,Female,46,Married,No,Some College,Full Time,No,Democrat,Moderate,White,$100K-$150K,2,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,4,8,1,Yes
1181,Female,37,Married,Yes,Bach Degree,Full Time,No,Democrat,Moderate,White,$100K-$150K,2,Rural,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Less Often,6,8,2,Yes
1182,Male,57,Married,No,HS Grad,Full Time,No,Republican,Consrv,White,Unknown,3,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,Never,Never,Unknown,3,0,0,No
1183,Female,39,Never Married,Yes,Some College,Full Time,No,Independent,Unknown,White,$50K-$75K,2,Rural,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Less Often,4,6,2,Yes
1184,Female,62,Married,No,HS Grad,Retired,No,Democrat,Liberal,White,$30K-$40K,2,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,No,"Yes, < 12 Mo.",Never,Monthly,3,4,2,Yes
1185,Female,38,Married,Yes,Bach Degree,Full Time,No,Democrat,Liberal,White,$50K-$75K,2,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Less Often,6,6,2,Yes
1186,Male,59,Divorced,No,Some Grad School,Disabled,Yes,Democrat,Refused,White,$10K-$20K,2,Small City or Town,Definitely,No,No,Unknown,Unknown,Unknown,Never,Never,Unknown,7,2,0,No
1187,Male,56,Cohabitating,Yes,Bach Degree,Full Time,No,No Preference,Moderate,White,$150K+,2,Rural,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Monthly,6,9,2,Yes
1188,Male,54,Separated,No,Assoc Degree,Full Time,No,Independent,Consrv,White,$30K-$40K,1,Rural,Probably,Yes,Yes,No,Unknown,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Monthly,5,4,2,Yes
1189,Female,66,Married,No,Bach Degree,Full Time,No,Independent,Liberal,White,$100K-$150K,2,Large City,Definitely,Yes,Yes,Yes,Higher Speed,No,Never,Never,Unknown,6,8,0,No
1190,Female,72,Married,No,Bach Degree,Retired,No,Independent,Moderate,White,$150K+,2,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,6,9,1,Yes
1191,Male,54,Married,Yes,HS Grad,Full Time,No,No Preference,Unknown,Black,$50K-$75K,2,Small City or Town,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Weekly,3,6,2,Yes
1192,Male,26,Cohabitating,Yes,HS Grad,Full Time,No,No Preference,Moderate,Other,$30K-$40K,2,Small City or Town,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,3,4,1,Yes
1193,Male,51,Married,No,HS Grad,Retired,Yes,Democrat,Moderate,Black,$50K-$75K,1,Small City or Town,Definitely,Yes,Yes,Yes,Cell Phone Only,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Semi-Monthly,3,6,2,Yes
1194,Male,61,Divorced,No,Some HS,Part Time,No,Independent,Moderate,Black,<$10K,1,Rural,Definitely,No,No,Unknown,Unknown,No,Never,Never,Unknown,2,1,0,No
1195,Male,16,Never Married,No,Some HS,Unemployed,No,Independent,Liberal,White,$50K-$75K,2,Small City or Town,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Monthly,2,6,2,Yes
1196,Female,54,Married,No,Bach Degree,Full Time,No,Independent,Moderate,White,$75K-$100K,2,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Monthly,6,7,2,Yes
1197,Female,58,Cohabitating,No,Grad School,Full Time,No,Democrat,Liberal,White,$75K-$100K,2,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.","Yes, < 12 Mo.",Unknown,8,7,1,Yes
